employee_id,first_name,last_name,position,store_id,hire_date,email,phone
654,Jane,Johnson,Stock Clerk,654,2022-06-18,26a0f6ee75@example.com,+11610018977
655,Lisa,Smith,Stock Clerk,655,2022-04-22,f5fb30cf96@example.com,+11013728800
656,John,Miller,Customer Service,656,2019-03-16,e91ec47b5f@example.com,+11645444562
657,John,Davis,Manager,657,2022-06-15,e7a98cdc9f@example.com,+19903732241
658,David,Williams,Stock Clerk,658,2019-03-02,458fe6230a@example.com,+12295743148
659,John,Jones,Stock Clerk,659,2020-04-04,b656ce5a33@example.com,+11779324044
660,Lisa,Smith,Stock Clerk,660,2019-02-27,126e204ce3@example.com,+12298144812
661,Robert,Johnson,Customer Service,661,2018-09-22,221df644d0@example.com,+12092443110
662,Jane,Williams,Stock Clerk,662,2021-01-17,e1709d84db@example.com,+15999420840
663,Sarah,Williams,Manager,663,2020-12-09,b9dd3d8d58@example.com,+11046175468
664,Emily,Smith,Stock Clerk,664,2021-05-21,c3f4c71119@example.com,+15778853662
665,Michael,Brown,Customer Service,665,2021-03-06,d4c952e482@example.com,+16586205020
666,Emily,Smith,Stock Clerk,666,2020-04-29,e09ff5e934@example.com,+11379429738
667,Robert,Jones,Cashier,667,2022-09-01,0834a1aeb6@example.com,+11069240828
668,David,Brown,Customer Service,668,2020-09-04,385c78215c@example.com,+17948129537
669,David,Johnson,Sales Associate,669,2020-12-22,7afa036074@example.com,+11885955491
670,Lisa,Williams,Cashier,670,2021-07-24,4a057086b4@example.com,+11914568448
671,Lisa,Miller,Sales Associate,671,2022-06-26,785b4f73b5@example.com,+12040593051
672,Emily,Davis,Stock Clerk,672,2020-01-18,e8c98eb220@example.com,+19646305370
673,John,Miller,Stock Clerk,673,2020-08-25,74cfec16e8@example.com,+14411880686
674,Emily,Garcia,Customer Service,674,2020-02-07,bd913df752@example.com,+16985247113
675,John,Williams,Stock Clerk,675,2019-08-11,4f872a2b9d@example.com,+16985515359
676,Jane,Brown,Stock Clerk,676,2019-03-11,f1a8767450@example.com,+18629259797
677,Emily,Miller,Cashier,677,2020-07-16,6dfeab8cfb@example.com,+16408244814
678,Lisa,Davis,Stock Clerk,678,2021-03-18,a458c0cdca@example.com,+19150993945
679,Sarah,Brown,Cashier,679,2022-01-22,9c7db0842a@example.com,+13259378792
680,Emily,Johnson,Cashier,680,2019-10-02,0faaa2234f@example.com,+12632734169
681,John,Davis,Customer Service,681,2019-11-07,4c2ebd3ac1@example.com,+18496293873
682,Sarah,Miller,Manager,682,2020-11-23,40dc71f95d@example.com,+15972224411
683,David,Garcia,Manager,683,2020-02-24,c83c5532c6@example.com,+11041226386
684,Michael,Miller,Customer Service,684,2020-08-10,ed3fbc8b73@example.com,+19174181384
685,Jane,Williams,Stock Clerk,685,2020-06-29,34565b59f8@example.com,+17609294132
686,Michael,Davis,Stock Clerk,686,2018-09-15,ea03ba90e0@example.com,+11319724151
687,Jane,Jones,Stock Clerk,687,2020-03-10,4b82376157@example.com,+17020416347
688,Robert,Davis,Sales Associate,688,2022-06-05,0a36a48071@example.com,+15592230837
689,Robert,Garcia,Manager,689,2020-12-01,934e75e84b@example.com,+16372237464
690,Emily,Miller,Customer Service,690,2021-01-17,a99012e39b@example.com,+18223271896
691,Jane,Garcia,Sales Associate,691,2020-06-14,f700191af9@example.com,+16703883028
692,David,Davis,Sales Associate,692,2018-11-30,6300583c01@example.com,+11569555148
693,John,Smith,Customer Service,693,2021-10-30,72e0ef0411@example.com,+14766503524
694,Michael,Miller,Customer Service,694,2018-11-27,b9e3af8a3d@example.com,+19133337329
695,Jane,Smith,Customer Service,695,2020-03-08,e3489e1b87@example.com,+13175416726
696,John,Johnson,Stock Clerk,696,2021-07-30,8d68d705a6@example.com,+11016929819
697,Jane,Brown,Sales Associate,697,2018-10-28,c9bca8b601@example.com,+11590611119
698,David,Johnson,Stock Clerk,698,2022-07-24,b20aff9954@example.com,+14245992259
699,Emily,Johnson,Sales Associate,699,2022-03-25,ca626bb683@example.com,+11778667361
700,David,Garcia,Sales Associate,700,2020-07-27,d7056a74bb@example.com,+13282116025
701,Robert,Davis,Customer Service,701,2019-06-03,2b5dc09fee@example.com,+16077489873
702,Robert,Williams,Sales Associate,702,2019-06-16,2277969ae6@example.com,+19369874434
703,David,Garcia,Customer Service,703,2019-04-16,3f3d4f2306@example.com,+11323304172
704,Robert,Jones,Stock Clerk,704,2022-06-13,c26e25c219@example.com,+12370908649
705,John,Davis,Cashier,705,2020-03-01,e4a5591b90@example.com,+11096431915
706,Emily,Smith,Customer Service,706,2020-04-09,ec9aea0e7c@example.com,+18345213278
707,John,Jones,Stock Clerk,707,2020-02-17,2b82e6e01d@example.com,+15338768883
708,John,Davis,Stock Clerk,708,2020-03-24,eb918a5ee7@example.com,+18947118741
709,John,Jones,Stock Clerk,709,2019-07-08,80a5e62dbe@example.com,+11084582433
710,Robert,Miller,Sales Associate,710,2020-04-11,ddd8b7cdd2@example.com,+18682038936
711,David,Miller,Stock Clerk,711,2020-09-06,5e757f28f3@example.com,+12178273931
712,Sarah,Williams,Cashier,712,2019-07-13,23afa9918c@example.com,+11235929013
713,Sarah,Smith,Manager,713,2021-01-13,9d18e773ba@example.com,+13723313561
714,John,Williams,Manager,714,2022-07-26,ce4147f8ca@example.com,+15688007511
715,John,Johnson,Stock Clerk,715,2019-01-17,2ec960013f@example.com,+14945823252
716,Robert,Miller,Stock Clerk,716,2020-03-14,5fe861883f@example.com,+14004820510
717,Sarah,Miller,Sales Associate,717,2020-03-03,764561434c@example.com,+15884563015
718,John,Davis,Cashier,718,2019-02-26,6956fe99fc@example.com,+15001311380
719,Sarah,Garcia,Stock Clerk,719,2022-06-10,9b5a988656@example.com,+11384965325
720,Jane,Brown,Manager,720,2019-07-08,0131752ed6@example.com,+17732027890
721,Sarah,Miller,Sales Associate,721,2021-09-07,c8bde1c1f0@example.com,+11176202745
722,John,Williams,Stock Clerk,722,2020-01-05,0a02b2d1c0@example.com,+17248345714
723,Emily,Johnson,Stock Clerk,723,2022-04-18,1908b05299@example.com,+12122801994
724,Robert,Miller,Manager,724,2020-02-16,608004ecfc@example.com,+11875985125
725,Sarah,Miller,Stock Clerk,725,2019-03-28,1256e9409f@example.com,+19534538142
726,Sarah,Brown,Sales Associate,726,2020-07-21,fb109b90ef@example.com,+11475118121
727,Lisa,Williams,Sales Associate,727,2018-11-06,aa9875be4f@example.com,+13959090188
728,John,Brown,Cashier,728,2022-07-13,98962567bc@example.com,+13397930661
729,Michael,Jones,Customer Service,729,2022-07-06,49bd678744@example.com,+18205034337
730,Robert,Johnson,Stock Clerk,730,2020-03-03,1108f59158@example.com,+18283799090
731,Emily,Davis,Stock Clerk,731,2020-04-08,2b88585d8b@example.com,+12761529935
732,David,Williams,Stock Clerk,732,2018-12-11,2d123e2639@example.com,+17681683979
733,Robert,Brown,Manager,733,2021-08-28,b464cdbec5@example.com,+17286486005
734,Robert,Garcia,Sales Associate,734,2019-06-16,81cba127f2@example.com,+17964815721
735,Sarah,Jones,Customer Service,735,2022-07-26,4b86690693@example.com,+11054591249
736,Jane,Davis,Customer Service,736,2020-03-05,f914f116bc@example.com,+17674341518
737,Michael,Johnson,Customer Service,737,2020-05-15,3c3bb3a1a1@example.com,+11080046995
738,John,Miller,Manager,738,2019-08-09,094a1734bd@example.com,+11051730732
739,Sarah,Smith,Cashier,739,2021-07-29,e538169095@example.com,+19433788977
740,John,Davis,Sales Associate,740,2020-05-14,8288ffc86c@example.com,+14912601608
741,Michael,Davis,Cashier,741,2022-07-08,cf6d419f1f@example.com,+13393689794
742,David,Jones,Manager,742,2019-03-03,bb3c8dd22e@example.com,+11577874309
743,John,Williams,Sales Associate,743,2019-12-31,4521a80890@example.com,+12042117092
744,John,Williams,Cashier,744,2018-12-10,148827ac07@example.com,+11111450523
745,Sarah,Jones,Stock Clerk,745,2018-11-18,a8125afd5d@example.com,+18049615633
746,Michael,Smith,Manager,746,2022-07-21,fa3e76951f@example.com,+16463627062
747,Robert,Miller,Cashier,747,2021-07-06,eac0e8c2e7@example.com,+18825078907
748,Michael,Smith,Manager,748,2022-01-14,4ff4b8c1f8@example.com,+14977875286
749,Sarah,Brown,Cashier,749,2021-08-30,a2347da003@example.com,+17173140820
750,John,Smith,Sales Associate,750,2019-04-10,468a85c273@example.com,+17309986089
751,Robert,Jones,Stock Clerk,751,2020-01-23,a1c1e4a5fa@example.com,+11058112600
752,David,Smith,Manager,752,2022-07-25,9377274ea6@example.com,+19663405901
753,Lisa,Brown,Customer Service,753,2020-07-05,e4c65d9921@example.com,+15215339858
754,David,Davis,Stock Clerk,754,2018-09-28,d9f6046487@example.com,+13104523473
755,Sarah,Davis,Sales Associate,755,2018-09-17,164d413cf4@example.com,+14407585182
756,Michael,Davis,Sales Associate,756,2018-12-08,bf6359cbd2@example.com,+11000376077
757,Emily,Miller,Stock Clerk,757,2021-12-11,81c580eca9@example.com,+18029200786
758,Sarah,Davis,Manager,758,2018-11-23,ffa8336108@example.com,+12992527695
759,Emily,Davis,Customer Service,759,2019-09-20,689ddafa03@example.com,+11057683868
760,Emily,Miller,Manager,760,2019-09-05,1c97a14e4f@example.com,+17989638653
761,Sarah,Davis,Cashier,761,2022-07-12,7b056d351d@example.com,+14262979426
762,Lisa,Garcia,Customer Service,762,2019-01-18,f97cb01257@example.com,+15826539472
763,Emily,Miller,Stock Clerk,763,2021-03-20,c658eb8857@example.com,+13359258025
764,Emily,Garcia,Manager,764,2022-05-08,426ad47831@example.com,+14504379439
765,John,Davis,Customer Service,765,2022-03-30,dfa170634e@example.com,+13459134835
766,John,Brown,Manager,766,2021-01-18,a60a6a2dc3@example.com,+18664968120
767,Robert,Davis,Cashier,767,2019-09-19,68c945f941@example.com,+16134719181
768,John,Johnson,Sales Associate,768,2019-04-14,e181143fb4@example.com,+16905885830
769,Emily,Smith,Customer Service,769,2022-01-31,8835ec358e@example.com,+15226798975
770,Jane,Williams,Cashier,770,2022-07-03,f23662af7d@example.com,+13214682753
771,Michael,Garcia,Sales Associate,771,2022-07-03,4342aca805@example.com,+14357542180
772,David,Smith,Cashier,772,2020-12-05,10bfe403f0@example.com,+16997052943
773,David,Garcia,Stock Clerk,773,2019-02-26,7f4ab9f287@example.com,+16983355734
774,John,Davis,Cashier,774,2022-04-27,f6ceb711b4@example.com,+11085224871
775,David,Jones,Manager,775,2022-05-12,ca386ebb5d@example.com,+18360913355
776,Robert,Brown,Customer Service,776,2019-11-10,4fbcc91d5a@example.com,+16790392890
777,David,Garcia,Cashier,777,2022-07-05,24fe88b2a2@example.com,+11847424921
778,Jane,Miller,Sales Associate,778,2022-04-19,11d1ab9510@example.com,+18044665310
779,Sarah,Brown,Cashier,779,2020-04-30,0679c2f23f@example.com,+12569717280
780,Sarah,Brown,Customer Service,780,2018-10-18,ac4d876d2d@example.com,+19885073199
781,David,Garcia,Sales Associate,781,2020-10-14,7b18ddffa7@example.com,+11009020712
782,David,Jones,Customer Service,782,2019-04-05,757d9ca08d@example.com,+14397694166
783,Lisa,Garcia,Cashier,783,2020-07-16,a9b0de6f68@example.com,+15607810913
784,John,Brown,Stock Clerk,784,2022-05-08,5a199191a6@example.com,+15605483126
785,Robert,Garcia,Stock Clerk,785,2022-04-17,d8b30791bd@example.com,+15510884458
786,Emily,Smith,Sales Associate,786,2019-06-20,597fad3d80@example.com,+19727113146
787,Michael,Johnson,Stock Clerk,787,2018-10-10,6d07897355@example.com,+14524652562
788,Sarah,Jones,Customer Service,788,2019-08-21,8e1e33fc73@example.com,+12186491459
789,David,Johnson,Manager,789,2020-12-01,f619092ac1@example.com,+16383227306
790,Emily,Johnson,Stock Clerk,790,2020-07-21,5f520729c6@example.com,+16766110236
791,Lisa,Brown,Manager,791,2022-06-24,fd4cb07228@example.com,+14687430756
792,David,Jones,Sales Associate,792,2022-02-04,9b6c08a846@example.com,+11090906812
793,Robert,Miller,Sales Associate,793,2019-09-02,5ad4ef8681@example.com,+14641350563
794,Sarah,Garcia,Stock Clerk,794,2022-01-14,0f81ea6437@example.com,+11768982459
795,Sarah,Miller,Cashier,795,2018-12-16,5e220a82d2@example.com,+11170387974
796,Robert,Jones,Cashier,796,2019-06-02,7ab2b317c9@example.com,+14161946220
797,Jane,Miller,Customer Service,797,2020-11-28,f812345338@example.com,+19000649155
798,Robert,Smith,Cashier,798,2021-04-28,0e26d98198@example.com,+11003133276
799,Lisa,Williams,Stock Clerk,799,2021-01-31,a569d7f3ee@example.com,+17043953959
800,Sarah,Brown,Manager,800,2020-02-11,fdb812484c@example.com,+11223059243
801,John,Smith,Manager,801,2020-10-03,3f6d6568d7@example.com,+13807977202
802,Michael,Garcia,Manager,802,2021-10-04,f3120606c8@example.com,+19168893268
803,Michael,Jones,Sales Associate,803,2022-08-16,88d49f1010@example.com,+15313151729
804,Sarah,Smith,Cashier,804,2022-07-27,55f6e4198a@example.com,+14053096696
805,Robert,Smith,Cashier,805,2018-11-25,8bb672f5d3@example.com,+11026550060
806,Sarah,Garcia,Sales Associate,806,2020-04-25,58c1b56721@example.com,+11534035123
807,Sarah,Davis,Manager,807,2020-02-28,10f792d39f@example.com,+11195884286
808,John,Williams,Cashier,808,2020-01-24,118bc21345@example.com,+18897705509
809,Lisa,Johnson,Stock Clerk,809,2021-07-02,ac8a358089@example.com,+11297610162
810,Robert,Williams,Customer Service,810,2021-01-15,2a54b3b717@example.com,+18993894163
811,Michael,Johnson,Cashier,811,2020-05-12,93d187a682@example.com,+12921108598
812,Emily,Brown,Stock Clerk,812,2021-07-30,29ae50763d@example.com,+16307017562
813,David,Davis,Customer Service,813,2020-12-14,eddb7d7866@example.com,+14993422213
814,Jane,Miller,Cashier,814,2021-11-18,00d006c86e@example.com,+15906063277
815,Jane,Williams,Stock Clerk,815,2019-05-27,e20afad474@example.com,+15425729793
816,Robert,Williams,Sales Associate,816,2020-12-24,24d3f4a9d0@example.com,+11031130606
817,David,Garcia,Cashier,817,2022-06-22,586576e0f7@example.com,+12562285522
818,David,Smith,Customer Service,818,2020-08-14,903d08790a@example.com,+19717817141
819,John,Williams,Manager,819,2019-03-01,15ea5a0fa5@example.com,+14972660377
820,Robert,Brown,Stock Clerk,820,2021-03-31,6dabac1078@example.com,+16563749550
821,Sarah,Johnson,Sales Associate,821,2021-04-04,1500a7a17b@example.com,+11094215773
822,Robert,Smith,Stock Clerk,822,2019-04-29,4d86face0a@example.com,+19449897310
823,Robert,Garcia,Manager,823,2019-06-12,e4709ca686@example.com,+11362969127
824,David,Johnson,Sales Associate,824,2022-06-03,aa9e1e26e3@example.com,+11035411680
825,Emily,Jones,Customer Service,825,2018-11-30,e7b83e082c@example.com,+19430518534
826,John,Jones,Manager,826,2021-12-05,0dc075d4fb@example.com,+17396785786
827,Emily,Davis,Sales Associate,827,2020-04-17,e61f821ad7@example.com,+14713560242
828,Jane,Johnson,Sales Associate,828,2020-06-24,f386220b86@example.com,+11083008583
829,David,Brown,Customer Service,829,2022-06-28,144a32335a@example.com,+17046357751
830,Jane,Brown,Cashier,830,2020-10-08,5a49f2520f@example.com,+11090882298
831,Sarah,Miller,Cashier,831,2022-04-14,e36222c8ee@example.com,+15083405566
832,John,Garcia,Manager,832,2019-10-18,635e7baf4d@example.com,+13506250451
833,Sarah,Williams,Manager,833,2021-07-19,ecabbf5478@example.com,+11089514967
834,Sarah,Miller,Stock Clerk,834,2018-10-05,5e296aede6@example.com,+11132075443
835,Michael,Smith,Sales Associate,835,2019-04-20,e545106fe8@example.com,+12708830684
836,Sarah,Johnson,Manager,836,2022-07-27,2f6f2a8d02@example.com,+16622233493
837,Robert,Smith,Sales Associate,837,2021-03-12,b9206ab2f0@example.com,+11144176353
838,Sarah,Garcia,Sales Associate,838,2021-09-14,651ce96677@example.com,+18730959770
839,Lisa,Brown,Manager,839,2021-03-21,ab972105b7@example.com,+19057065887
840,Emily,Brown,Stock Clerk,840,2021-07-03,0d558b3a2e@example.com,+11060671749
841,Lisa,Brown,Cashier,841,2020-04-20,1ef9419259@example.com,+18925810945
842,John,Brown,Sales Associate,842,2021-10-18,45247dde68@example.com,+11081884671
843,Sarah,Brown,Manager,843,2022-05-15,15f6c77c0b@example.com,+17563985557
844,Michael,Smith,Cashier,844,2022-05-19,077b8bfe55@example.com,+14597219817
845,Lisa,Brown,Stock Clerk,845,2021-02-09,ecdd72f05c@example.com,+17211259510
846,John,Smith,Manager,846,2021-06-19,606660aca0@example.com,+12572458066
847,John,Brown,Manager,847,2019-02-07,19dbbed9ee@example.com,+15284202052
848,Michael,Miller,Stock Clerk,848,2018-10-01,04e5950523@example.com,+14373176711
849,John,Williams,Customer Service,849,2018-12-31,f56f2299f4@example.com,+18395113519
850,Jane,Smith,Cashier,850,2022-03-16,374b495a0f@example.com,+13049064067
851,Emily,Davis,Customer Service,851,2020-02-17,5c12592471@example.com,+11332308746
852,Emily,Williams,Manager,852,2021-05-12,e25be1c92b@example.com,+12394839686
853,Robert,Garcia,Cashier,853,2021-12-01,876c7596c9@example.com,+11024784456
854,David,Davis,Stock Clerk,854,2020-06-26,0d4f8fef47@example.com,+19162906817
855,Robert,Jones,Manager,855,2021-03-10,0770bc74b4@example.com,+11162488799
856,David,Davis,Sales Associate,856,2021-12-25,9418a6cf41@example.com,+18828093262
857,Lisa,Johnson,Sales Associate,857,2019-04-06,2bfeb58ce3@example.com,+17655866638
858,John,Miller,Sales Associate,858,2020-06-08,fee653d3eb@example.com,+17705060264
859,Lisa,Garcia,Manager,859,2020-04-18,110cb236e1@example.com,+12924041842
860,Robert,Williams,Sales Associate,860,2019-03-02,4adce7c7d6@example.com,+17957402833
861,Jane,Brown,Stock Clerk,861,2022-03-28,02b0b462bc@example.com,+15808900897
862,John,Brown,Stock Clerk,862,2021-01-05,c52219ef11@example.com,+16782192127
863,Lisa,Garcia,Cashier,863,2019-04-14,d191004082@example.com,+17835568237
864,Michael,Miller,Manager,864,2019-09-23,d506848b2a@example.com,+17814775474
865,John,Johnson,Manager,865,2022-03-04,d572247d25@example.com,+18720392701
866,Michael,Williams,Cashier,866,2019-04-29,972432372b@example.com,+18250974766
867,Robert,Garcia,Sales Associate,867,2018-10-14,8c0bb3638e@example.com,+16596326449
868,Emily,Garcia,Manager,868,2021-01-30,895bd475be@example.com,+11786557251
869,Emily,Jones,Sales Associate,869,2020-05-29,177e2a6eb2@example.com,+16860916238
870,Jane,Davis,Manager,870,2019-01-24,3308395bde@example.com,+17910025483
871,Michael,Garcia,Customer Service,871,2020-01-05,541cc8f9ce@example.com,+16935264941
872,Sarah,Johnson,Manager,872,2020-03-19,565c4ff271@example.com,+11787235557
873,John,Jones,Manager,873,2020-04-28,f722f5f636@example.com,+18231737891
874,John,Davis,Sales Associate,874,2019-11-23,e4b5bbd0ba@example.com,+11429071979
875,Jane,Miller,Customer Service,875,2019-04-23,db8d819971@example.com,+12348607069
876,Michael,Davis,Sales Associate,876,2022-06-19,1e3aca4f42@example.com,+16989167645
877,Lisa,Jones,Cashier,877,2021-05-07,9a3d6e7d85@example.com,+18285082576
878,Sarah,Miller,Customer Service,878,2019-08-18,060137673d@example.com,+19273482852
879,Sarah,Smith,Sales Associate,879,2021-05-26,65014521e7@example.com,+18619099926
880,Jane,Miller,Cashier,880,2019-01-23,c9bd34166b@example.com,+18609114520
881,Sarah,Smith,Customer Service,881,2020-08-22,6f324c0a88@example.com,+17513640822
882,Emily,Davis,Manager,882,2021-10-25,2fea9f83ff@example.com,+16829598025
883,Michael,Davis,Stock Clerk,883,2020-10-18,5fd0da21a5@example.com,+16461090959
884,John,Smith,Cashier,884,2020-12-22,65e86edcae@example.com,+15320513205
885,David,Johnson,Cashier,885,2020-01-26,0f8cf243bb@example.com,+15180525194
886,John,Johnson,Stock Clerk,886,2020-03-20,90acdde136@example.com,+19805274171
887,Emily,Johnson,Sales Associate,887,2021-01-01,7df885c1c3@example.com,+19898077533
888,Robert,Davis,Manager,888,2021-10-26,65b16c5087@example.com,+11861561129
889,John,Brown,Sales Associate,889,2018-11-11,0ec228acba@example.com,+19367100416
890,David,Smith,Customer Service,890,2020-05-08,37062003b9@example.com,+15910153952
891,David,Brown,Cashier,891,2019-07-20,7c4e23a2bb@example.com,+15162809035
892,Lisa,Garcia,Stock Clerk,892,2021-08-03,079ae94667@example.com,+13686221858
893,Robert,Brown,Cashier,893,2018-12-25,64101203e4@example.com,+19417997169
894,Emily,Miller,Manager,894,2019-07-31,01e7593a99@example.com,+11093024007
895,Lisa,Johnson,Cashier,895,2022-08-11,4949f0f52f@example.com,+16393837877
896,Michael,Brown,Manager,896,2019-02-05,59d46592e1@example.com,+16428913296
897,Jane,Garcia,Cashier,897,2020-07-06,67d2e4988e@example.com,+13914692300
898,Lisa,Smith,Stock Clerk,898,2020-04-25,98ebc96dcf@example.com,+16560880774
899,John,Garcia,Cashier,899,2018-10-22,94266d2ac0@example.com,+14464744775
900,Sarah,Johnson,Manager,900,2020-04-08,ce6524a93e@example.com,+18401767919
901,Michael,Garcia,Cashier,901,2020-11-24,4bd7977ba0@example.com,+11030439884
902,Sarah,Johnson,Sales Associate,902,2022-02-13,ccaf2c7948@example.com,+11096923908
903,Sarah,Davis,Sales Associate,903,2022-09-01,2e1ff46152@example.com,+17574057358
904,Jane,Davis,Customer Service,904,2021-05-10,b1c18e91fe@example.com,+12781484204
905,Michael,Davis,Cashier,905,2022-01-28,c87ecc24b1@example.com,+12013849373
906,Robert,Garcia,Manager,906,2018-12-04,6771eebbfa@example.com,+12656546956
907,Sarah,Johnson,Stock Clerk,907,2020-01-13,a138bc9748@example.com,+11407900381
908,Emily,Smith,Sales Associate,908,2019-02-08,7d7fd141f9@example.com,+12127061334
909,David,Jones,Stock Clerk,909,2020-01-04,4214db9460@example.com,+11243890175
910,David,Jones,Customer Service,910,2021-01-12,bd8a2b3666@example.com,+17282260453
911,Sarah,Davis,Stock Clerk,911,2020-09-04,833087b950@example.com,+17738491866
912,David,Johnson,Sales Associate,912,2021-12-08,c955364a24@example.com,+13063276504
913,John,Williams,Manager,913,2020-07-29,288d23d729@example.com,+15626744277
914,Michael,Davis,Manager,914,2019-08-28,8f31340be8@example.com,+19318345518
915,Emily,Brown,Manager,915,2021-05-09,9b38e073ca@example.com,+17235427038
916,Michael,Davis,Cashier,916,2021-12-06,e2940a25a0@example.com,+14967011121
917,Emily,Jones,Cashier,917,2020-12-21,657728bdc1@example.com,+13943613325
918,David,Brown,Manager,918,2020-01-25,bca0517121@example.com,+11033043593
919,John,Jones,Manager,919,2020-02-22,70275a1e91@example.com,+11578969759
920,Sarah,Miller,Manager,920,2019-11-09,048c2671be@example.com,+13330044530
921,Sarah,Brown,Customer Service,921,2020-05-02,923990c762@example.com,+14407991105
922,John,Brown,Sales Associate,922,2019-06-11,b5c4187e8c@example.com,+18671492132
923,Lisa,Jones,Cashier,923,2021-06-22,a32d67c37c@example.com,+15459633390
924,Emily,Garcia,Customer Service,924,2019-12-25,c8ba291dae@example.com,+15269439156
925,Michael,Williams,Stock Clerk,925,2020-12-04,d265936c06@example.com,+19995898696
926,Jane,Williams,Stock Clerk,926,2022-04-05,272a31230b@example.com,+19472280160
927,Robert,Smith,Stock Clerk,927,2019-11-09,1f9f1e4bc6@example.com,+16130032625
928,David,Smith,Stock Clerk,928,2021-09-25,c1e2aca898@example.com,+11095532852
929,David,Williams,Manager,929,2019-12-28,1cd787f3e5@example.com,+17224788031
930,Robert,Johnson,Customer Service,930,2021-10-06,51c967d415@example.com,+17273157458
931,John,Davis,Sales Associate,931,2022-06-09,dd3fb088e2@example.com,+14939368948
932,Robert,Brown,Sales Associate,932,2019-09-10,54c176061a@example.com,+12387078505
933,Robert,Brown,Sales Associate,933,2019-01-12,d4a2a1855d@example.com,+13769826834
934,David,Brown,Cashier,934,2020-05-10,5732deb237@example.com,+16347300522
935,Michael,Garcia,Customer Service,935,2021-06-14,2beae10042@example.com,+12243311732
936,Robert,Miller,Manager,936,2022-03-10,bbc35742bb@example.com,+17888923313
937,David,Davis,Cashier,937,2021-02-27,bae50b0d02@example.com,+14768223079
938,Sarah,Smith,Manager,938,2022-05-19,a34b199b0d@example.com,+18484669385
939,Lisa,Davis,Stock Clerk,939,2021-08-06,83990eb473@example.com,+16663563871
940,David,Garcia,Cashier,940,2020-08-12,c3709be384@example.com,+11019205908
941,John,Jones,Sales Associate,941,2021-02-25,48a2f380af@example.com,+11361617511
942,Michael,Williams,Sales Associate,942,2022-07-29,521b0df8ef@example.com,+13074370311
943,Michael,Garcia,Sales Associate,943,2019-01-06,2ca7701219@example.com,+19764750864
944,Robert,Smith,Sales Associate,944,2021-02-22,ebf8b16b5e@example.com,+16380894670
945,Jane,Davis,Sales Associate,945,2020-11-20,9fe71a436a@example.com,+11791090005
946,Michael,Brown,Customer Service,946,2018-09-14,2b8972a7f2@example.com,+16322534766
947,Emily,Davis,Manager,947,2019-02-26,6a6ab9770a@example.com,+19560523226
948,Emily,Brown,Manager,948,2022-08-18,063ac7ca44@example.com,+16802635984
949,Robert,Johnson,Cashier,949,2020-08-14,785ec6e282@example.com,+15607030652
950,Michael,Garcia,Cashier,950,2021-06-21,597125d077@example.com,+13618622369
951,Jane,Jones,Stock Clerk,951,2021-11-27,7f99618b0b@example.com,+16052481150
952,Robert,Davis,Sales Associate,952,2019-05-25,c6e41ed217@example.com,+11000530820
953,David,Williams,Cashier,953,2021-09-16,88deba63b3@example.com,+11611575760
954,Jane,Garcia,Stock Clerk,954,2019-10-06,56c41edcc6@example.com,+18016073543
955,Sarah,Davis,Sales Associate,955,2020-07-30,b7381cf88d@example.com,+16727546152
956,Michael,Brown,Stock Clerk,956,2022-01-19,55d35de8dd@example.com,+15659524681
957,Michael,Jones,Sales Associate,957,2021-10-21,077d0a427d@example.com,+17530187449
958,Jane,Garcia,Cashier,958,2022-01-23,34215c045a@example.com,+16256389262
959,Sarah,Miller,Customer Service,959,2021-05-30,8ee09db67a@example.com,+11015610459
960,Lisa,Johnson,Stock Clerk,960,2019-04-21,a605f5eae3@example.com,+19367049313
961,Robert,Smith,Stock Clerk,961,2021-02-14,a74ddba9f3@example.com,+14265150664
962,Robert,Williams,Manager,962,2019-04-24,14504dcd23@example.com,+16520611954
963,Jane,Johnson,Manager,963,2022-07-15,54525d7e7d@example.com,+18028309909
964,Jane,Jones,Cashier,964,2020-10-07,cea63f1d11@example.com,+19220233879
965,Robert,Brown,Sales Associate,965,2019-11-28,1029d3a70d@example.com,+17949262807
966,Robert,Jones,Stock Clerk,966,2021-05-17,b78282ce3f@example.com,+12194638944
967,Emily,Smith,Customer Service,967,2021-11-25,6b4a4975b2@example.com,+19621260475
968,Robert,Davis,Sales Associate,968,2021-11-21,ec7ba63e84@example.com,+13138474536
969,John,Miller,Customer Service,969,2021-01-27,30b8a6e179@example.com,+15322577314
970,David,Garcia,Cashier,970,2021-11-09,5bad31dedc@example.com,+14067909032
971,Robert,Johnson,Customer Service,971,2021-04-18,7dcadb9032@example.com,+11011133978
972,Lisa,Jones,Manager,972,2020-10-20,dbd90eb5af@example.com,+14373101796
973,Lisa,Smith,Sales Associate,973,2019-12-06,92ed6ee945@example.com,+18723693848
974,Emily,Miller,Manager,974,2022-03-04,29b6cb776c@example.com,+18456677718
975,Lisa,Williams,Manager,975,2022-06-27,67e6b9e091@example.com,+17623837763
976,Sarah,Williams,Stock Clerk,976,2021-02-09,585b0c8a54@example.com,+16684540328
977,Jane,Jones,Cashier,977,2019-04-27,51c849c83d@example.com,+14683459161
978,David,Garcia,Manager,978,2020-09-04,d74a2161b3@example.com,+15526986698
979,Michael,Johnson,Cashier,979,2022-06-24,2bc6047249@example.com,+19593288770
980,John,Johnson,Cashier,980,2019-08-21,c6d2b5d3d1@example.com,+18210065386
